Index,Date,Fixing
EUR-EURIBOR-6M,01-Oct-2019,-0.00387
EUR-EURIBOR-6M,01-Oct-2020,-0.00481
EUR-EURIBOR-6M,01-Oct-2021,-0.00526
EUR-EURIBOR-6M,01-Sep-2020,-0.00441
EUR-EURIBOR-6M,01-Sep-2021,-0.00521
EUR-EURIBOR-6M,01-Sep-2022,0.0124
EUR-EURIBOR-6M,01-Sep-2023,0.03934
EUR-EURIBOR-6M,02-apr-19,-0.0023
EUR-EURIBOR-6M,02-apr-20,-0.00268
EUR-EURIBOR-6M,02-apr-21,-0.00512
EUR-EURIBOR-6M,02-apr-24,0.03842
EUR-EURIBOR-6M,02-Aug-2019,-0.00367
EUR-EURIBOR-6M,02-Aug-2021,-0.00523
EUR-EURIBOR-6M,02-Aug-2022,0.00652
EUR-EURIBOR-6M,02-Aug-2023,0.03944
EUR-EURIBOR-6M,02-Dec-2019,-0.00345
EUR-EURIBOR-6M,02-Dec-2020,-0.00508
EUR-EURIBOR-6M,02-Dec-2021,-0.00541
EUR-EURIBOR-6M,02-Dec-2022,0.02406
EUR-EURIBOR-6M,02-feb-21,-0.00526
EUR-EURIBOR-6M,02-feb-22,-0.00502
EUR-EURIBOR-6M,02-feb-23,0.03029
EUR-EURIBOR-6M,02-feb-24,0.03837
EUR-EURIBOR-6M,02-Jan-2019,-0.00238
EUR-EURIBOR-6M,02-Jan-2020,-0.00323
EUR-EURIBOR-6M,02-Jan-2023,0.02739
EUR-EURIBOR-6M,02-Jan-2024,0.03861
EUR-EURIBOR-6M,02-Jul-2019,-0.00327
EUR-EURIBOR-6M,02-Jul-2020,-0.00302
EUR-EURIBOR-6M,02-Jul-2021,-0.00512
EUR-EURIBOR-6M,02-Jun-2020,-0.00182
EUR-EURIBOR-6M,02-Jun-2021,-0.00516
EUR-EURIBOR-6M,02-Jun-2022,-0.00017
EUR-EURIBOR-6M,02-Jun-2023,0.03721
EUR-EURIBOR-6M,02-mar-20,-0.004
EUR-EURIBOR-6M,02-mar-21,-0.00516
EUR-EURIBOR-6M,02-mar-22,-0.00502
EUR-EURIBOR-6M,02-mar-23,0.03366
EUR-EURIBOR-6M,02-May-2019,-0.00232
EUR-EURIBOR-6M,02-May-2022,-0.00204
EUR-EURIBOR-6M,02-May-2023,0.03622
EUR-EURIBOR-6M,02-nov-18,-0.00258
EUR-EURIBOR-6M,02-nov-20,-0.00513
EUR-EURIBOR-6M,02-nov-21,-0.00534
EUR-EURIBOR-6M,02-nov-22,0.02198
EUR-EURIBOR-6M,02-nov-23,0.04072
EUR-EURIBOR-6M,02-Oct-2019,-0.00384
EUR-EURIBOR-6M,02-Oct-2020,-0.00473
EUR-EURIBOR-6M,02-Oct-2023,0.04138
EUR-EURIBOR-6M,02-Sep-2019,-0.00439
EUR-EURIBOR-6M,02-Sep-2020,-0.00451
EUR-EURIBOR-6M,02-Sep-2021,-0.0052
EUR-EURIBOR-6M,02-Sep-2022,0.0129
EUR-EURIBOR-6M,03-apr-19,-0.0023
EUR-EURIBOR-6M,03-apr-20,-0.00277
EUR-EURIBOR-6M,03-apr-23,0.03335
EUR-EURIBOR-6M,03-apr-24,0.03822
EUR-EURIBOR-6M,03-Aug-2020,-0.00417
EUR-EURIBOR-6M,03-Aug-2021,-0.00525
EUR-EURIBOR-6M,03-Aug-2022,0.00667
EUR-EURIBOR-6M,03-Aug-2023,0.03937
EUR-EURIBOR-6M,03-Dec-2018,-0.00248
EUR-EURIBOR-6M,03-Dec-2019,-0.00333
EUR-EURIBOR-6M,03-Dec-2020,-0.0051
EUR-EURIBOR-6M,03-Dec-2021,-0.00537
EUR-EURIBOR-6M,03-feb-20,-0.00338
EUR-EURIBOR-6M,03-feb-21,-0.00521
EUR-EURIBOR-6M,03-feb-22,-0.00499
EUR-EURIBOR-6M,03-feb-23,0.03011
EUR-EURIBOR-6M,03-Jan-2019,-0.00237
EUR-EURIBOR-6M,03-Jan-2020,-0.00323
EUR-EURIBOR-6M,03-Jan-2022,-0.00539
EUR-EURIBOR-6M,03-Jan-2023,0.02739
EUR-EURIBOR-6M,03-Jan-2024,0.03882
EUR-EURIBOR-6M,03-Jul-2019,-0.00335
EUR-EURIBOR-6M,03-Jul-2020,-0.00314
EUR-EURIBOR-6M,03-Jul-2023,0.03913
EUR-EURIBOR-6M,03-Jun-2019,-0.00254
EUR-EURIBOR-6M,03-Jun-2020,-0.00174
EUR-EURIBOR-6M,03-Jun-2021,-0.00517
EUR-EURIBOR-6M,03-Jun-2022,-0.00008
EUR-EURIBOR-6M,03-mar-20,-0.00422
EUR-EURIBOR-6M,03-mar-21,-0.00517
EUR-EURIBOR-6M,03-mar-22,-0.00485
EUR-EURIBOR-6M,03-mar-23,0.03353
EUR-EURIBOR-6M,03-May-2019,-0.0023
EUR-EURIBOR-6M,03-May-2021,-0.00518
EUR-EURIBOR-6M,03-May-2022,-0.00198
EUR-EURIBOR-6M,03-May-2023,0.03644
EUR-EURIBOR-6M,03-nov-20,-0.00513
EUR-EURIBOR-6M,03-nov-21,-0.00538
EUR-EURIBOR-6M,03-nov-22,0.02225
EUR-EURIBOR-6M,03-nov-23,0.04062
EUR-EURIBOR-6M,03-Oct-2019,-0.00387
EUR-EURIBOR-6M,03-Oct-2022,0.01775
EUR-EURIBOR-6M,03-Oct-2023,0.04128
EUR-EURIBOR-6M,03-Sep-2019,-0.00448
EUR-EURIBOR-6M,03-Sep-2020,-0.00455
EUR-EURIBOR-6M,03-Sep-2021,-0.00519
EUR-EURIBOR-6M,04-apr-19,-0.0023
EUR-EURIBOR-6M,04-apr-22,-0.00358
EUR-EURIBOR-6M,04-apr-23,0.03359
EUR-EURIBOR-6M,04-apr-24,0.03844
EUR-EURIBOR-6M,04-Aug-2020,-0.00421
EUR-EURIBOR-6M,04-Aug-2021,-0.00531
EUR-EURIBOR-6M,04-Aug-2022,0.00689
EUR-EURIBOR-6M,04-Aug-2023,0.0394
EUR-EURIBOR-6M,04-Dec-2018,-0.00247
EUR-EURIBOR-6M,04-Dec-2019,-0.00335
EUR-EURIBOR-6M,04-Dec-2020,-0.00512
EUR-EURIBOR-6M,04-Dec-2023,0.03945
EUR-EURIBOR-6M,04-feb-19,-0.00235
EUR-EURIBOR-6M,04-feb-20,-0.0034
EUR-EURIBOR-6M,04-feb-21,-0.00525
EUR-EURIBOR-6M,04-feb-22,-0.00473
EUR-EURIBOR-6M,04-Jan-2019,-0.00237
EUR-EURIBOR-6M,04-Jan-2021,-0.00532
EUR-EURIBOR-6M,04-Jan-2022,-0.00535
EUR-EURIBOR-6M,04-Jan-2023,0.02761
EUR-EURIBOR-6M,04-Jan-2024,0.03873
EUR-EURIBOR-6M,04-Jul-2019,-0.00338
EUR-EURIBOR-6M,04-Jul-2022,0.00241
EUR-EURIBOR-6M,04-Jul-2023,0.03888
EUR-EURIBOR-6M,04-Jun-2019,-0.00254
EUR-EURIBOR-6M,04-Jun-2020,-0.00179
EUR-EURIBOR-6M,04-Jun-2021,-0.00513
EUR-EURIBOR-6M,04-mar-19,-0.0023
EUR-EURIBOR-6M,04-mar-20,-0.00418
EUR-EURIBOR-6M,04-mar-21,-0.00518
EUR-EURIBOR-6M,04-mar-22,-0.00482
EUR-EURIBOR-6M,04-mar-24,0.03915
EUR-EURIBOR-6M,04-May-2020,-0.00157
EUR-EURIBOR-6M,04-May-2021,-0.00516
EUR-EURIBOR-6M,04-May-2022,-0.00205
EUR-EURIBOR-6M,04-May-2023,0.03651
EUR-EURIBOR-6M,04-nov-19,-0.00343
EUR-EURIBOR-6M,04-nov-20,-0.00515
EUR-EURIBOR-6M,04-nov-21,-0.00538
EUR-EURIBOR-6M,04-nov-22,0.02278
EUR-EURIBOR-6M,04-Oct-2019,-0.00389
EUR-EURIBOR-6M,04-Oct-2021,-0.00527
EUR-EURIBOR-6M,04-Oct-2022,0.01762
EUR-EURIBOR-6M,04-Oct-2023,0.0413
EUR-EURIBOR-6M,04-Sep-2019,-0.00439
EUR-EURIBOR-6M,04-Sep-2020,-0.00451
EUR-EURIBOR-6M,04-Sep-2023,0.03955
EUR-EURIBOR-6M,05-apr-19,-0.00231
EUR-EURIBOR-6M,05-apr-21,-0.00512
EUR-EURIBOR-6M,05-apr-22,-0.00375
EUR-EURIBOR-6M,05-apr-23,0.03339
EUR-EURIBOR-6M,05-apr-24,0.03834
EUR-EURIBOR-6M,05-Aug-2019,-0.00369
EUR-EURIBOR-6M,05-Aug-2020,-0.00418
EUR-EURIBOR-6M,05-Aug-2021,-0.00527
EUR-EURIBOR-6M,05-Aug-2022,0.00678
EUR-EURIBOR-6M,05-Dec-2018,-0.00246
EUR-EURIBOR-6M,05-Dec-2019,-0.00336
EUR-EURIBOR-6M,05-Dec-2022,0.02436
EUR-EURIBOR-6M,05-Dec-2023,0.03953
EUR-EURIBOR-6M,05-feb-19,-0.00234
EUR-EURIBOR-6M,05-feb-20,-0.00346
EUR-EURIBOR-6M,05-feb-21,-0.00519
EUR-EURIBOR-6M,05-feb-24,0.03905
EUR-EURIBOR-6M,05-Jan-2021,-0.00524
EUR-EURIBOR-6M,05-Jan-2022,-0.00541
EUR-EURIBOR-6M,05-Jan-2023,0.02772
EUR-EURIBOR-6M,05-Jan-2024,0.03912
EUR-EURIBOR-6M,05-Jul-2019,-0.00344
EUR-EURIBOR-6M,05-Jul-2021,-0.00513
EUR-EURIBOR-6M,05-Jul-2022,0.00234
EUR-EURIBOR-6M,05-Jul-2023,0.03895
EUR-EURIBOR-6M,05-Jun-2019,-0.00254
EUR-EURIBOR-6M,05-Jun-2020,-0.00196
EUR-EURIBOR-6M,05-Jun-2023,0.03721
EUR-EURIBOR-6M,05-mar-19,-0.00231
EUR-EURIBOR-6M,05-mar-20,-0.00432
EUR-EURIBOR-6M,05-mar-21,-0.00514
EUR-EURIBOR-6M,05-mar-24,0.03921
EUR-EURIBOR-6M,05-May-2020,-0.00165
EUR-EURIBOR-6M,05-May-2021,-0.00515
EUR-EURIBOR-6M,05-May-2022,-0.00206
EUR-EURIBOR-6M,05-May-2023,0.03575
EUR-EURIBOR-6M,05-nov-18,-0.00257
EUR-EURIBOR-6M,05-nov-19,-0.00344
EUR-EURIBOR-6M,05-nov-20,-0.00511
EUR-EURIBOR-6M,05-nov-21,-0.00536
EUR-EURIBOR-6M,05-Oct-2020,-0.00488
EUR-EURIBOR-6M,05-Oct-2021,-0.00525
EUR-EURIBOR-6M,05-Oct-2022,0.01731
EUR-EURIBOR-6M,05-Oct-2023,0.04125
EUR-EURIBOR-6M,05-Sep-2019,-0.00431
EUR-EURIBOR-6M,05-Sep-2022,0.01298
EUR-EURIBOR-6M,05-Sep-2023,0.03938
EUR-EURIBOR-6M,06-apr-20,-0.00253
EUR-EURIBOR-6M,06-apr-21,-0.00517
EUR-EURIBOR-6M,06-apr-22,-0.00361
EUR-EURIBOR-6M,06-apr-23,0.03339
EUR-EURIBOR-6M,06-Aug-2019,-0.00383
EUR-EURIBOR-6M,06-Aug-2020,-0.00417
EUR-EURIBOR-6M,06-Aug-2021,-0.00524
EUR-EURIBOR-6M,06-Dec-2018,-0.00246
EUR-EURIBOR-6M,06-Dec-2019,-0.00333
EUR-EURIBOR-6M,06-Dec-2021,-0.00543
EUR-EURIBOR-6M,06-Dec-2022,0.02443
EUR-EURIBOR-6M,06-Dec-2023,0.0395
EUR-EURIBOR-6M,06-feb-19,-0.00234
EUR-EURIBOR-6M,06-feb-20,-0.00343
EUR-EURIBOR-6M,06-feb-23,0.03008
EUR-EURIBOR-6M,06-feb-24,0.03922
EUR-EURIBOR-6M,06-Jan-2020,-0.00325
EUR-EURIBOR-6M,06-Jan-2021,-0.0053
EUR-EURIBOR-6M,06-Jan-2022,-0.00534
EUR-EURIBOR-6M,06-Jan-2023,0.02805
EUR-EURIBOR-6M,06-Jul-2020,-0.00308
EUR-EURIBOR-6M,06-Jul-2021,-0.00513
EUR-EURIBOR-6M,06-Jul-2022,0.00226
EUR-EURIBOR-6M,06-Jul-2023,0.03905
EUR-EURIBOR-6M,06-Jun-2019,-0.00259
EUR-EURIBOR-6M,06-Jun-2022,0.00009
EUR-EURIBOR-6M,06-Jun-2023,0.03721
EUR-EURIBOR-6M,06-mar-19,-0.00232
EUR-EURIBOR-6M,06-mar-20,-0.00427
EUR-EURIBOR-6M,06-mar-23,0.03363
EUR-EURIBOR-6M,06-mar-24,0.03902
EUR-EURIBOR-6M,06-May-2019,-0.0023
EUR-EURIBOR-6M,06-May-2020,-0.00136
EUR-EURIBOR-6M,06-May-2021,-0.00513
EUR-EURIBOR-6M,06-May-2022,-0.00206
EUR-EURIBOR-6M,06-nov-18,-0.00258
EUR-EURIBOR-6M,06-nov-19,-0.00339
EUR-EURIBOR-6M,06-nov-20,-0.00512
EUR-EURIBOR-6M,06-nov-23,0.04066
EUR-EURIBOR-6M,06-Oct-2020,-0.00479
EUR-EURIBOR-6M,06-Oct-2021,-0.0053
EUR-EURIBOR-6M,06-Oct-2022,0.01838
EUR-EURIBOR-6M,06-Oct-2023,0.04113
EUR-EURIBOR-6M,06-Sep-2019,-0.00423
EUR-EURIBOR-6M,06-Sep-2021,-0.0052
EUR-EURIBOR-6M,06-Sep-2022,0.01337
EUR-EURIBOR-6M,06-Sep-2023,0.03929
EUR-EURIBOR-6M,07-apr-20,-0.00232
EUR-EURIBOR-6M,07-apr-21,-0.00517
EUR-EURIBOR-6M,07-apr-22,-0.00355
EUR-EURIBOR-6M,07-apr-23,0.03339
EUR-EURIBOR-6M,07-Aug-2019,-0.00389
EUR-EURIBOR-6M,07-Aug-2020,-0.00418
EUR-EURIBOR-6M,07-Aug-2023,0.03949
EUR-EURIBOR-6M,07-Dec-2018,-0.00246
EUR-EURIBOR-6M,07-Dec-2020,-0.00513
EUR-EURIBOR-6M,07-Dec-2021,-0.00538
EUR-EURIBOR-6M,07-Dec-2022,0.02442
EUR-EURIBOR-6M,07-Dec-2023,0.03948
EUR-EURIBOR-6M,07-feb-19,-0.00233
EUR-EURIBOR-6M,07-feb-20,-0.00339
EUR-EURIBOR-6M,07-feb-22,-0.00456
EUR-EURIBOR-6M,07-feb-23,0.03029
EUR-EURIBOR-6M,07-feb-24,0.03899
EUR-EURIBOR-6M,07-Jan-2019,-0.00236
EUR-EURIBOR-6M,07-Jan-2020,-0.00323
EUR-EURIBOR-6M,07-Jan-2021,-0.00524
EUR-EURIBOR-6M,07-Jan-2022,-0.00536
EUR-EURIBOR-6M,07-Jul-2020,-0.00313
EUR-EURIBOR-6M,07-Jul-2021,-0.00511
EUR-EURIBOR-6M,07-Jul-2022,0.00238
EUR-EURIBOR-6M,07-Jul-2023,0.03945
EUR-EURIBOR-6M,07-Jun-2019,-0.00256
EUR-EURIBOR-6M,07-Jun-2021,-0.00513
EUR-EURIBOR-6M,07-Jun-2022,0.00029
EUR-EURIBOR-6M,07-Jun-2023,0.03733
EUR-EURIBOR-6M,07-mar-19,-0.00231
EUR-EURIBOR-6M,07-mar-22,-0.00453
EUR-EURIBOR-6M,07-mar-23,0.03418
EUR-EURIBOR-6M,07-mar-24,0.03912
EUR-EURIBOR-6M,07-May-2019,-0.00229
EUR-EURIBOR-6M,07-May-2020,-0.00114
EUR-EURIBOR-6M,07-May-2021,-0.00514
EUR-EURIBOR-6M,07-nov-18,-0.00258
EUR-EURIBOR-6M,07-nov-19,-0.00334
EUR-EURIBOR-6M,07-nov-22,0.02316
EUR-EURIBOR-6M,07-nov-23,0.04072
EUR-EURIBOR-6M,07-Oct-2019,-0.00389
EUR-EURIBOR-6M,07-Oct-2020,-0.00488
EUR-EURIBOR-6M,07-Oct-2021,-0.00526
EUR-EURIBOR-6M,07-Oct-2022,0.01897
EUR-EURIBOR-6M,07-Sep-2020,-0.00459
EUR-EURIBOR-6M,07-Sep-2021,-0.00518
EUR-EURIBOR-6M,07-Sep-2022,0.01363
EUR-EURIBOR-6M,07-Sep-2023,0.03938
EUR-EURIBOR-6M,08-apr-19,-0.00231
EUR-EURIBOR-6M,08-apr-20,-0.00196
EUR-EURIBOR-6M,08-apr-21,-0.00518
EUR-EURIBOR-6M,08-apr-22,-0.0035
EUR-EURIBOR-6M,08-apr-24,0.03846
EUR-EURIBOR-6M,08-Aug-2019,-0.00393
EUR-EURIBOR-6M,08-Aug-2022,0.00729
EUR-EURIBOR-6M,08-Aug-2023,0.03921
EUR-EURIBOR-6M,08-Dec-2020,-0.00518
EUR-EURIBOR-6M,08-Dec-2021,-0.0054
EUR-EURIBOR-6M,08-Dec-2022,0.02456
EUR-EURIBOR-6M,08-Dec-2023,0.03935
EUR-EURIBOR-6M,08-feb-19,-0.00233
EUR-EURIBOR-6M,08-feb-21,-0.00521
EUR-EURIBOR-6M,08-feb-22,-0.00463
EUR-EURIBOR-6M,08-feb-23,0.03054
EUR-EURIBOR-6M,08-feb-24,0.03888
EUR-EURIBOR-6M,08-Jan-2019,-0.00236
EUR-EURIBOR-6M,08-Jan-2020,-0.00332
EUR-EURIBOR-6M,08-Jan-2021,-0.0053
EUR-EURIBOR-6M,08-Jan-2024,0.03929
EUR-EURIBOR-6M,08-Jul-2019,-0.00338
EUR-EURIBOR-6M,08-Jul-2020,-0.00322
EUR-EURIBOR-6M,08-Jul-2021,-0.00515
EUR-EURIBOR-6M,08-Jul-2022,0.00322
EUR-EURIBOR-6M,08-Jun-2020,-0.00195
EUR-EURIBOR-6M,08-Jun-2021,-0.00516
EUR-EURIBOR-6M,08-Jun-2022,0.00034
EUR-EURIBOR-6M,08-Jun-2023,0.03757
EUR-EURIBOR-6M,08-mar-19,-0.00232
EUR-EURIBOR-6M,08-mar-21,-0.00515
EUR-EURIBOR-6M,08-mar-22,-0.00443
EUR-EURIBOR-6M,08-mar-23,0.03451
EUR-EURIBOR-6M,08-mar-24,0.03902
EUR-EURIBOR-6M,08-May-2019,-0.0023
EUR-EURIBOR-6M,08-May-2020,-0.00145
EUR-EURIBOR-6M,08-May-2023,0.03605
EUR-EURIBOR-6M,08-nov-18,-0.00257
EUR-EURIBOR-6M,08-nov-19,-0.00324
EUR-EURIBOR-6M,08-nov-21,-0.00537
EUR-EURIBOR-6M,08-nov-22,0.02333
EUR-EURIBOR-6M,08-nov-23,0.04066
EUR-EURIBOR-6M,08-Oct-2019,-0.00387
EUR-EURIBOR-6M,08-Oct-2020,-0.00486
EUR-EURIBOR-6M,08-Oct-2021,-0.00518
EUR-EURIBOR-6M,08-Sep-2020,-0.00459
EUR-EURIBOR-6M,08-Sep-2021,-0.00517
EUR-EURIBOR-6M,08-Sep-2022,0.01354
EUR-EURIBOR-6M,08-Sep-2023,0.03952
EUR-EURIBOR-6M,09-apr-19,-0.00231
EUR-EURIBOR-6M,09-apr-20,-0.00179
EUR-EURIBOR-6M,09-apr-21,-0.00522
EUR-EURIBOR-6M,09-apr-24,0.03868
EUR-EURIBOR-6M,09-Aug-2019,-0.00396
EUR-EURIBOR-6M,09-Aug-2021,-0.00527
EUR-EURIBOR-6M,09-Aug-2022,0.00737
EUR-EURIBOR-6M,09-Aug-2023,0.03927
EUR-EURIBOR-6M,09-Dec-2019,-0.00332
EUR-EURIBOR-6M,09-Dec-2020,-0.00524
EUR-EURIBOR-6M,09-Dec-2021,-0.00546
EUR-EURIBOR-6M,09-Dec-2022,0.02466
EUR-EURIBOR-6M,09-feb-21,-0.00523
EUR-EURIBOR-6M,09-feb-22,-0.00457
EUR-EURIBOR-6M,09-feb-23,0.03103
EUR-EURIBOR-6M,09-feb-24,0.03898
EUR-EURIBOR-6M,09-Jan-2019,-0.00236
EUR-EURIBOR-6M,09-Jan-2020,-0.00333
EUR-EURIBOR-6M,09-Jan-2023,0.02809
EUR-EURIBOR-6M,09-Jan-2024,0.03891
EUR-EURIBOR-6M,09-Jul-2019,-0.00336
EUR-EURIBOR-6M,09-Jul-2020,-0.00328
EUR-EURIBOR-6M,09-Jul-2021,-0.00514
EUR-EURIBOR-6M,09-Jun-2020,-0.00194
EUR-EURIBOR-6M,09-Jun-2021,-0.00518
EUR-EURIBOR-6M,09-Jun-2022,0.00063
EUR-EURIBOR-6M,09-Jun-2023,0.03762
EUR-EURIBOR-6M,09-mar-20,-0.00421
EUR-EURIBOR-6M,09-mar-21,-0.00518
EUR-EURIBOR-6M,09-mar-22,-0.00424
EUR-EURIBOR-6M,09-mar-23,0.03461
EUR-EURIBOR-6M,09-May-2019,-0.00231
EUR-EURIBOR-6M,09-May-2022,-0.00183
EUR-EURIBOR-6M,09-May-2023,0.03608
EUR-EURIBOR-6M,09-nov-18,-0.00257
EUR-EURIBOR-6M,09-nov-20,-0.00511
EUR-EURIBOR-6M,09-nov-21,-0.00533
EUR-EURIBOR-6M,09-nov-22,0.02333
EUR-EURIBOR-6M,09-nov-23,0.04055
EUR-EURIBOR-6M,09-Oct-2019,-0.00384
EUR-EURIBOR-6M,09-Oct-2020,-0.00486
EUR-EURIBOR-6M,09-Oct-2023,0.04129
EUR-EURIBOR-6M,09-Sep-2019,-0.00413
EUR-EURIBOR-6M,09-Sep-2020,-0.00463
EUR-EURIBOR-6M,09-Sep-2021,-0.00522
EUR-EURIBOR-6M,09-Sep-2022,0.01442
EUR-EURIBOR-6M,10-apr-19,-0.00231
EUR-EURIBOR-6M,10-apr-20,-0.00179
EUR-EURIBOR-6M,10-apr-23,0.03339
EUR-EURIBOR-6M,10-apr-24,0.0383
EUR-EURIBOR-6M,10-Aug-2020,-0.00422
EUR-EURIBOR-6M,10-Aug-2021,-0.00528
EUR-EURIBOR-6M,10-Aug-2022,0.00774
EUR-EURIBOR-6M,10-Aug-2023,0.03937
EUR-EURIBOR-6M,10-Dec-2018,-0.00245
EUR-EURIBOR-6M,10-Dec-2019,-0.00333
EUR-EURIBOR-6M,10-Dec-2020,-0.00523
EUR-EURIBOR-6M,10-Dec-2021,-0.00543
EUR-EURIBOR-6M,10-feb-20,-0.00346
EUR-EURIBOR-6M,10-feb-21,-0.00522
EUR-EURIBOR-6M,10-feb-22,-0.00467
EUR-EURIBOR-6M,10-feb-23,0.0308
EUR-EURIBOR-6M,10-Jan-2019,-0.00236
EUR-EURIBOR-6M,10-Jan-2020,-0.00334
EUR-EURIBOR-6M,10-Jan-2022,-0.00531
EUR-EURIBOR-6M,10-Jan-2023,0.0282
EUR-EURIBOR-6M,10-Jan-2024,0.03902
EUR-EURIBOR-6M,10-Jul-2019,-0.00329
EUR-EURIBOR-6M,10-Jul-2020,-0.0033
EUR-EURIBOR-6M,10-Jul-2023,0.03931
EUR-EURIBOR-6M,10-Jun-2019,-0.00258
EUR-EURIBOR-6M,10-Jun-2020,-0.00193
EUR-EURIBOR-6M,10-Jun-2021,-0.00521
EUR-EURIBOR-6M,10-Jun-2022,0.00083
EUR-EURIBOR-6M,10-mar-20,-0.00438
EUR-EURIBOR-6M,10-mar-21,-0.0052
EUR-EURIBOR-6M,10-mar-22,-0.00427
EUR-EURIBOR-6M,10-mar-23,0.03445
EUR-EURIBOR-6M,10-May-2019,-0.00231
EUR-EURIBOR-6M,10-May-2021,-0.00513
EUR-EURIBOR-6M,10-May-2022,-0.00202
EUR-EURIBOR-6M,10-May-2023,0.03625
EUR-EURIBOR-6M,10-nov-20,-0.00505
EUR-EURIBOR-6M,10-nov-21,-0.00532
EUR-EURIBOR-6M,10-nov-22,0.02319
EUR-EURIBOR-6M,10-nov-23,0.04074
EUR-EURIBOR-6M,10-Oct-2019,-0.00375
EUR-EURIBOR-6M,10-Oct-2022,0.01962
EUR-EURIBOR-6M,10-Oct-2023,0.04112
EUR-EURIBOR-6M,10-Sep-2019,-0.00414
EUR-EURIBOR-6M,10-Sep-2020,-0.00458
EUR-EURIBOR-6M,10-Sep-2021,-0.00519
EUR-EURIBOR-6M,11-apr-19,-0.00232
EUR-EURIBOR-6M,11-apr-22,-0.00334
EUR-EURIBOR-6M,11-apr-23,0.03356
EUR-EURIBOR-6M,11-apr-24,0.03862
EUR-EURIBOR-6M,11-Aug-2020,-0.00426
EUR-EURIBOR-6M,11-Aug-2021,-0.0053
EUR-EURIBOR-6M,11-Aug-2022,0.00764
EUR-EURIBOR-6M,11-Aug-2023,0.03928
EUR-EURIBOR-6M,11-Dec-2018,-0.00244
EUR-EURIBOR-6M,11-Dec-2019,-0.00338
EUR-EURIBOR-6M,11-Dec-2020,-0.0052
EUR-EURIBOR-6M,11-Dec-2023,0.03955
EUR-EURIBOR-6M,11-feb-19,-0.00232
EUR-EURIBOR-6M,11-feb-20,-0.0035
EUR-EURIBOR-6M,11-feb-21,-0.00521
EUR-EURIBOR-6M,11-feb-22,-0.00458
EUR-EURIBOR-6M,11-Jan-2019,-0.00236
EUR-EURIBOR-6M,11-Jan-2021,-0.00523
EUR-EURIBOR-6M,11-Jan-2022,-0.00528
EUR-EURIBOR-6M,11-Jan-2023,0.02858
EUR-EURIBOR-6M,11-Jan-2024,0.0392
EUR-EURIBOR-6M,11-Jul-2019,-0.00342
EUR-EURIBOR-6M,11-Jul-2022,0.00365
EUR-EURIBOR-6M,11-Jul-2023,0.0394
EUR-EURIBOR-6M,11-Jun-2019,-0.00258
EUR-EURIBOR-6M,11-Jun-2020,-0.00183
EUR-EURIBOR-6M,11-Jun-2021,-0.00521
EUR-EURIBOR-6M,11-mar-19,-0.00232
EUR-EURIBOR-6M,11-mar-20,-0.00429
EUR-EURIBOR-6M,11-mar-21,-0.00518
EUR-EURIBOR-6M,11-mar-22,-0.00414
EUR-EURIBOR-6M,11-mar-24,0.03892
EUR-EURIBOR-6M,11-May-2020,-0.00147
EUR-EURIBOR-6M,11-May-2021,-0.00513
EUR-EURIBOR-6M,11-May-2022,-0.00208
EUR-EURIBOR-6M,11-May-2023,0.03629
EUR-EURIBOR-6M,11-nov-19,-0.00331
EUR-EURIBOR-6M,11-nov-20,-0.00507
EUR-EURIBOR-6M,11-nov-21,-0.00527
EUR-EURIBOR-6M,11-nov-22,0.02291
EUR-EURIBOR-6M,11-Oct-2019,-0.00358
EUR-EURIBOR-6M,11-Oct-2021,-0.00521
EUR-EURIBOR-6M,11-Oct-2022,0.02003
EUR-EURIBOR-6M,11-Oct-2023,0.04114
EUR-EURIBOR-6M,11-Sep-2019,-0.00408
EUR-EURIBOR-6M,11-Sep-2020,-0.00455
EUR-EURIBOR-6M,11-Sep-2023,0.0397
EUR-EURIBOR-6M,12-apr-19,-0.00232
EUR-EURIBOR-6M,12-apr-21,-0.00517
EUR-EURIBOR-6M,12-apr-22,-0.0032
EUR-EURIBOR-6M,12-apr-23,0.0343
EUR-EURIBOR-6M,12-apr-24,0.03865
EUR-EURIBOR-6M,12-Aug-2019,-0.004
EUR-EURIBOR-6M,12-Aug-2020,-0.00428
EUR-EURIBOR-6M,12-Aug-2021,-0.00527
EUR-EURIBOR-6M,12-Aug-2022,0.00766
EUR-EURIBOR-6M,12-Dec-2018,-0.00241
EUR-EURIBOR-6M,12-Dec-2019,-0.0034
EUR-EURIBOR-6M,12-Dec-2022,0.02527
EUR-EURIBOR-6M,12-Dec-2023,0.0396
EUR-EURIBOR-6M,12-feb-19,-0.00231
EUR-EURIBOR-6M,12-feb-20,-0.00362
EUR-EURIBOR-6M,12-feb-21,-0.00522
EUR-EURIBOR-6M,12-feb-24,0.03908
EUR-EURIBOR-6M,12-Jan-2021,-0.0053
EUR-EURIBOR-6M,12-Jan-2022,-0.00529
EUR-EURIBOR-6M,12-Jan-2023,0.02818
EUR-EURIBOR-6M,12-Jan-2024,0.03896
EUR-EURIBOR-6M,12-Jul-2019,-0.00342
EUR-EURIBOR-6M,12-Jul-2021,-0.00511
EUR-EURIBOR-6M,12-Jul-2022,0.00379
EUR-EURIBOR-6M,12-Jul-2023,0.03955
EUR-EURIBOR-6M,12-Jun-2019,-0.00259
EUR-EURIBOR-6M,12-Jun-2020,-0.00199
